Morning_Care_Completed,Morning_Care_Delay_Mins,Uncleaned_Days,Season,Night_Cover,Quiz_Score,Chat_Score,Risk_Class
1,3,1,1,1,58,5,2
1,85,0,2,1,54,5,2
1,27,3,3,1,68,10,1
1,48,2,2,0,73,7,2
1,27,2,1,1,65,7,2
1,80,1,2,1,78,5,2
0,180,2,3,1,39,5,3
1,118,0,1,1,67,8,2
1,49,0,2,0,100,5,2
0,180,1,3,0,65,7,3
0,180,2,3,1,73,6,3
1,51,1,3,1,57,7,2
1,14,4,2,1,81,9,2
1,63,0,3,1,46,6,2
1,80,1,2,1,75,6,2
1,138,0,1,1,77,3,3
1,45,1,2,1,93,6,1
1,29,2,3,1,78,6,1
1,14,0,4,0,77,1,3
1,146,0,4,1,68,5,3
1,39,3,2,0,54,8,2
1,69,1,3,1,62,10,2
1,96,2,2,1,37,4,2
1,69,0,1,0,55,2,3
1,157,0,2,0,70,5,3
1,68,0,3,1,80,6,2
1,72,4,3,1,49,5,3
0,180,4,3,1,63,5,3
1,40,2,3,1,67,6,1
1,9,1,4,1,50,4,2
1,49,3,1,1,57,7,2
1,98,3,4,1,67,5,2
0,180,0,2,1,65,8,3
0,180,0,2,1,57,7,3
1,112,0,1,1,51,3,2
1,27,0,3,1,60,7,1
1,31,1,2,1,46,4,2
1,27,0,1,1,69,5,2
1,124,1,1,1,95,6,3
1,129,1,2,1,75,5,3
1,51,2,1,1,53,1,3
0,180,1,4,1,61,5,3
1,91,2,3,1,100,7,2
1,81,3,1,1,79,7,2
1,14,1,4,1,67,5,2
0,180,0,3,1,73,9,3
1,24,2,2,1,76,2,3
1,41,3,1,1,90,4,2
1,66,1,1,1,73,7,2
1,14,1,3,1,30,7,2
1,84,0,1,1,70,2,3
0,180,1,2,1,90,5,3
1,127,1,2,1,63,10,3
1,12,0,2,1,70,4,2
1,64,1,2,1,75,4,2
1,21,0,3,1,91,5,2
1,132,3,1,1,100,5,3
1,87,2,2,1,69,4,2
1,154,0,2,1,86,8,3
1,113,0,1,1,69,5,2
1,19,0,3,1,57,7,2
1,158,0,2,0,54,6,3
1,68,1,2,1,72,6,2
1,70,1,1,1,55,7,2
0,180,0,2,1,72,4,3
0,180,2,3,1,63,6,3
1,103,0,1,1,75,6,2
1,121,4,4,1,83,4,3
1,123,0,4,0,85,7,3
1,42,0,3,1,72,4,2
1,147,0,2,1,62,5,3
1,48,0,4,1,80,9,1
1,50,2,1,1,76,7,2
1,19,2,3,0,57,5,2
1,16,1,1,1,26,6,3
0,180,1,4,1,70,7,3
0,180,0,4,1,74,7,3
1,19,4,3,0,79,5,3
1,12,1,2,1,100,4,2
1,83,0,3,1,54,5,2
1,88,0,4,1,52,7,2
1,58,2,4,1,91,3,2
1,97,3,3,0,62,7,2
1,54,3,4,1,66,2,3
1,104,1,3,1,75,7,2
1,85,0,3,0,100,4,2
1,15,0,4,1,54,10,2
1,46,2,2,1,72,5,2
0,180,0,2,1,60,0,3
1,44,3,3,1,64,4,2
1,25,2,2,0,75,4,2
1,36,2,1,1,51,7,2
1,16,3,1,1,55,3,2
1,61,0,2,1,80,7,2
1,15,3,3,1,77,9,1
1,91,0,4,1,82,3,2
1,11,1,2,1,90,4,2
1,47,0,2,1,54,6,2
1,46,0,2,1,82,6,1
1,108,3,3,1,83,1,3
1,133,0,1,1,85,4,3
1,90,0,2,1,51,1,3
1,8,0,1,1,73,7,1
0,180,1,4,0,78,5,3
1,74,0,2,1,44,8,2
1,77,1,4,1,56,8,2
0,180,0,2,0,75,6,3
1,105,0,2,1,62,5,2
1,113,1,2,1,71,7,2
1,59,4,4,1,85,4,2
1,59,0,4,1,82,7,1
1,114,0,1,1,80,7,2
1,112,2,2,1,52,5,2
0,180,2,4,1,78,4,3
1,31,3,4,1,58,8,2
1,26,4,2,0,78,5,2
1,87,0,1,1,56,10,2
1,163,3,2,1,58,3,3
0,180,0,3,1,50,8,3
1,165,0,1,0,71,10,3
1,55,2,1,1,73,6,2
1,101,0,2,1,64,4,2
1,36,0,3,1,74,5,2
1,23,1,3,1,73,9,1
1,42,0,3,1,82,6,1
1,102,3,1,1,48,7,2
1,66,3,3,1,67,8,2
1,67,0,2,1,53,6,2
0,180,0,1,1,79,6,3
0,180,1,1,1,66,5,3
1,15,0,2,1,70,3,2
0,180,1,4,1,53,5,3
1,22,1,4,1,82,0,3
1,50,0,1,1,59,8,2
1,73,1,4,1,88,2,3
0,180,1,3,1,53,4,3
1,36,0,3,1,73,6,1
1,13,2,3,1,35,10,2
1,52,3,4,1,77,6,2
0,180,1,3,1,61,4,3
1,67,1,3,1,93,7,2
1,40,1,1,1,68,6,1
1,37,0,2,1,67,0,3
1,73,4,4,1,84,4,2
1,66,0,3,1,63,3,2
1,23,0,2,1,48,6,2
1,29,0,3,1,88,4,2
1,66,0,4,1,65,8,2
1,151,2,3,1,65,7,3
1,124,1,4,1,61,5,3
1,109,3,3,1,59,6,2
0,180,3,3,1,71,2,3
1,23,0,3,1,86,8,1
1,27,1,3,1,91,10,1
0,180,2,4,1,67,5,3
1,10,0,3,1,52,3,2
1,54,1,2,1,82,6,1
1,112,0,1,1,55,4,2
0,180,0,3,1,71,4,3
0,180,0,4,1,50,5,3
1,68,1,4,0,55,5,2
0,180,3,2,0,69,7,3
1,31,0,4,1,100,8,1
1,11,0,2,1,40,8,2
1,9,0,3,1,76,7,1
1,7,0,4,1,48,7,2
1,79,2,1,1,81,0,3
1,87,3,3,1,65,5,2
0,180,1,4,1,66,8,3
1,10,0,3,1,73,9,1
0,180,3,2,1,36,4,3
1,39,1,3,1,70,2,3
1,19,5,2,1,83,6,2
1,17,0,1,1,72,7,1
1,13,1,4,1,51,8,2
1,49,2,3,1,57,9,2
1,33,0,1,1,97,3,2
1,65,0,4,1,81,6,2
0,180,2,1,1,68,6,3
0,180,1,1,1,62,1,3
1,19,0,3,1,79,3,2
0,180,0,4,1,97,5,3
1,76,1,3,1,49,3,2
0,180,0,3,1,58,7,3
1,131,0,4,1,53,9,3
1,21,1,3,1,70,4,2
1,59,2,2,1,58,4,2
1,14,0,2,1,77,5,2
1,59,0,3,0,44,4,2
1,11,3,1,1,96,7,2
1,9,1,2,1,58,8,2
1,30,0,3,1,75,5,2
1,23,3,4,1,70,8,2
1,7,3,2,1,59,7,2
1,105,1,4,1,73,7,2
1,84,2,2,0,65,8,2
0,180,0,4,1,58,5,3
1,7,0,3,1,57,7,2
1,72,3,2,1,59,6,2
1,24,1,2,1,87,3,2
1,32,1,4,1,72,4,2
1,21,1,4,1,93,7,1
1,78,1,2,1,68,6,2
0,180,4,4,1,77,7,3
1,85,1,4,1,56,2,3
1,23,1,3,1,74,5,2
1,39,0,1,1,63,5,2
1,17,1,1,1,43,4,2
1,114,0,1,1,91,9,2
1,14,2,1,1,40,5,2
1,62,5,3,1,85,7,3
1,31,1,4,1,67,7,1
0,180,0,4,1,100,4,3
1,76,1,3,1,76,0,3
1,33,3,3,1,81,7,1
1,35,0,2,1,62,6,1
1,24,0,1,1,75,7,1
1,151,0,4,0,86,4,3
0,180,3,1,1,63,5,3
1,69,1,3,1,48,5,2
1,25,2,1,1,81,4,2
1,83,0,1,1,64,7,2
1,39,1,2,1,91,6,1
1,23,0,2,1,84,6,1
1,132,2,2,1,51,4,3
1,46,1,2,1,71,1,3
0,180,0,2,1,38,5,3
1,120,0,4,1,69,3,3
1,121,4,4,1,59,6,3
1,147,0,1,1,56,2,3
1,28,1,1,1,84,3,2
1,124,1,1,1,53,10,3
1,85,1,4,1,73,6,2
1,89,2,2,1,85,4,2
1,78,0,1,1,54,6,2
1,53,1,1,1,53,4,2
1,30,1,3,1,79,8,1
0,180,2,2,1,53,8,3
0,180,1,2,1,52,8,3
1,51,0,2,1,71,7,1
1,76,2,3,1,51,4,2
1,74,0,4,1,82,5,2
1,67,0,1,1,50,5,2
1,82,0,3,1,77,4,2
1,142,0,3,1,57,6,3
1,139,0,4,1,51,5,3
0,180,0,1,1,59,9,3
1,76,2,1,1,83,9,2
0,180,0,2,0,84,6,3
1,125,0,2,1,77,4,3
1,27,1,2,1,74,4,2
1,105,1,4,1,99,0,3
1,48,3,1,1,95,5,2
0,180,0,2,1,61,7,3
1,16,3,3,1,100,6,1
1,35,1,2,1,91,5,2
0,180,0,4,1,52,5,3
1,7,0,4,1,89,3,2
1,75,0,3,1,77,7,2
0,180,0,3,1,66,5,3
1,80,4,4,1,61,7,2
1,20,2,1,1,58,8,2
0,180,0,4,1,81,9,3
1,4,0,3,1,87,6,1
1,45,1,3,1,72,8,1
1,112,2,2,1,63,6,2
1,39,0,1,1,85,2,3
1,92,0,2,0,75,5,2
1,54,3,2,1,61,6,2
1,62,1,2,1,47,4,2
1,38,0,3,1,74,5,2
0,180,0,1,0,63,7,3
1,13,0,1,1,60,4,2
1,31,1,3,1,71,3,2
1,20,1,3,1,74,3,2
1,35,2,4,1,62,10,2
1,39,1,1,1,77,6,1
1,100,1,2,1,49,5,2
1,136,1,2,1,56,5,3
1,63,0,3,1,58,6,2
1,24,1,3,1,75,4,2
1,28,2,1,1,63,5,2
1,55,0,4,1,68,3,2
1,22,2,1,0,74,9,3
1,71,0,4,1,33,8,2
1,72,1,1,1,84,7,2
1,55,1,2,1,64,4,2
1,15,1,3,0,76,7,1
1,137,2,3,1,96,4,3
1,53,0,2,1,89,3,2
0,180,0,3,1,82,7,3
1,69,0,1,1,48,4,2
1,124,2,1,1,64,8,3
1,127,1,1,1,92,4,3
1,130,0,3,1,76,2,3
1,57,3,4,0,77,6,2
1,8,1,3,1,74,5,2
1,30,5,4,1,100,8,2
1,5,2,2,1,51,6,2
1,20,3,4,1,74,9,2
1,108,0,1,1,45,6,2
1,80,0,4,1,69,4,2
1,68,0,2,1,82,5,2
1,37,0,4,1,87,6,1
0,180,2,1,1,55,9,3
1,87,0,1,0,94,4,3
1,26,2,2,0,90,7,2
1,70,1,2,1,71,5,2
1,39,0,4,1,61,4,2
1,15,0,4,1,71,8,1
1,40,3,1,1,70,10,2
1,79,2,2,1,71,6,2
1,70,5,4,1,63,7,2
1,14,2,3,1,65,4,2
1,16,5,4,0,55,9,2
1,118,1,3,1,66,10,2
0,180,0,1,1,71,5,3
1,48,1,1,1,69,7,1
1,94,0,3,1,87,4,2
1,11,1,3,1,84,3,2
1,147,3,2,1,41,5,3
0,180,1,3,1,70,4,3
0,180,0,3,1,76,5,3
1,52,3,1,1,53,7,2
1,18,0,4,1,81,2,3
1,9,0,2,1,72,1,3
1,26,1,3,0,71,7,1
1,95,1,3,1,65,3,2
1,17,4,2,1,59,4,2
1,63,0,3,1,72,6,2
1,78,0,2,1,51,3,2
1,53,0,3,1,91,7,1
1,110,0,2,1,51,8,2
0,180,1,1,1,67,4,3
0,180,3,2,1,53,5,3
1,91,1,4,0,83,4,2
1,23,0,4,1,72,4,2
1,109,1,2,1,85,7,2
1,9,0,4,1,66,6,1
1,63,1,2,1,93,4,2
1,39,2,4,1,63,6,2
1,25,4,1,1,50,6,2
1,16,0,3,0,67,5,2
1,27,1,2,1,86,6,1
1,17,1,4,1,69,3,2
1,45,0,1,1,75,4,2
0,180,2,4,1,77,5,3
1,104,4,4,1,57,6,2
1,157,0,2,1,62,9,3
0,180,0,2,1,63,6,3
1,128,0,1,1,66,1,3
1,68,0,4,1,60,6,2
1,26,0,3,1,71,7,1
1,78,1,3,1,100,6,2
1,140,2,3,1,61,7,3
1,17,1,3,0,37,4,2
1,103,1,4,0,62,2,3
0,180,3,3,1,42,7,3
0,180,1,2,1,66,6,3
1,61,0,3,1,69,3,2
1,153,4,1,1,49,6,3
1,15,0,1,1,67,2,3
0,180,2,2,1,90,5,3
0,180,2,2,1,68,8,3
1,141,1,1,1,85,5,3
1,24,2,1,1,80,5,2
1,83,2,1,1,55,9,2
1,2,0,4,1,63,9,1
1,29,0,1,1,44,5,2
1,15,0,4,1,100,6,1
0,180,0,2,1,81,7,3
0,180,2,4,1,59,4,3
1,90,0,1,0,82,4,3
1,31,0,1,1,46,3,2
1,33,0,4,1,93,8,1
0,180,0,1,1,75,6,3
1,77,1,3,1,72,0,3
1,151,0,3,1,67,5,3
1,96,0,4,1,54,10,2
1,30,1,3,1,62,6,1
1,12,0,1,1,64,3,2
1,58,3,2,1,48,4,2
0,180,0,4,1,52,5,3
1,31,0,2,1,73,4,2
0,180,1,2,0,78,10,3
1,35,0,1,0,62,5,3
1,17,0,4,0,51,3,2
0,180,0,1,1,80,4,3
0,180,0,2,1,68,8,3
1,19,0,2,1,93,6,1
1,23,5,2,1,91,5,2
1,15,0,3,0,69,5,2
1,50,0,3,1,63,0,3
1,23,0,4,1,74,8,1
1,148,0,1,1,87,6,3
1,74,0,3,1,76,7,2
1,48,1,4,1,76,7,1
1,82,2,2,1,87,5,2
0,180,2,4,0,93,4,3
0,180,3,3,0,90,5,3
1,171,3,4,1,84,3,3
1,54,0,2,1,60,4,2
1,152,0,3,1,57,6,3
1,29,3,2,1,64,7,2
1,44,0,1,1,58,8,2
0,180,1,3,1,68,9,3
1,46,1,3,1,76,6,1
1,72,2,1,1,68,6,2
1,29,0,3,1,87,3,2
1,61,0,4,1,85,5,2
0,180,0,1,1,79,5,3
1,119,0,3,1,68,4,2
1,86,0,4,1,86,5,2
1,90,3,4,1,78,6,2
0,180,0,4,1,52,4,3
0,180,0,3,1,82,6,3
0,180,2,2,1,60,2,3
1,54,1,4,1,69,1,3
1,121,0,3,1,51,3,3
1,59,0,3,1,51,3,2
1,42,0,1,1,83,5,2
1,22,0,4,0,48,4,2
0,180,1,1,1,73,3,3
1,28,0,4,1,92,6,1
1,73,4,2,1,75,8,2
1,75,0,4,1,77,6,2
1,28,1,4,1,95,8,1
1,34,0,3,1,31,7,2
1,22,0,3,1,71,4,2
1,24,4,1,1,100,7,2
1,96,1,4,1,68,5,2
0,180,1,3,1,64,5,3
1,157,3,2,1,76,6,3
1,35,0,1,1,79,5,2
1,155,4,3,1,86,9,3
1,84,1,2,1,62,9,2
1,27,0,1,1,47,3,2
0,180,0,2,1,96,8,3
1,88,2,4,1,48,8,2
1,117,1,3,1,63,5,2
1,106,3,3,0,47,7,2
1,58,2,4,1,82,7,2
1,37,2,1,1,74,1,3
0,180,0,1,1,48,4,3
1,16,0,2,1,74,5,2
1,70,0,4,1,66,7,2
1,111,0,3,1,61,6,2
1,51,0,2,1,62,5,2
1,32,1,2,1,68,4,2
1,36,0,1,1,79,4,2
1,35,2,4,1,63,6,2
1,31,2,4,0,77,5,2
1,35,0,4,1,80,7,1
0,180,1,2,1,95,7,3
1,39,2,4,1,64,4,2
1,123,1,4,1,51,7,3
1,32,3,4,1,70,6,2
1,43,0,1,1,88,6,1
0,180,2,4,1,64,6,3
0,180,1,4,1,69,6,3
1,78,0,4,1,50,6,2
1,87,0,2,1,90,7,2
1,109,1,2,1,40,6,2
1,19,2,2,1,86,10,2
1,16,2,4,1,59,4,2
1,149,0,2,1,64,8,3
1,17,0,4,1,71,7,1
0,180,2,1,1,75,5,3
1,23,1,1,1,81,5,2
1,32,2,1,1,75,6,2
1,122,0,2,1,99,8,3
1,98,3,1,0,67,7,3
1,110,0,3,1,71,6,2
0,180,0,3,1,59,6,3
1,63,4,1,1,70,4,2
1,120,1,3,1,50,4,3
1,53,0,4,1,75,5,2
1,107,0,1,1,73,2,3
1,109,2,4,1,65,7,2
0,180,1,3,1,74,8,3
1,74,0,4,1,51,5,2
1,2,2,3,1,71,5,2
1,5,2,1,1,75,4,2
1,24,0,3,1,99,4,2
1,9,0,1,1,74,7,1
0,180,0,2,1,76,7,3
1,104,3,3,1,77,5,2
0,180,0,3,1,76,3,3
1,114,1,3,1,72,7,2
1,25,0,2,1,78,7,1
1,62,0,2,1,82,2,3
1,15,3,1,1,59,8,2
1,118,1,2,0,78,7,2
1,25,1,3,1,69,6,1
1,24,2,3,1,40,4,2
1,159,0,2,1,47,7,3
1,43,2,2,0,77,4,2
1,80,1,4,1,96,8,2
1,122,1,4,1,70,6,3
1,79,3,3,1,73,6,2
1,17,0,2,1,61,7,1
1,88,0,1,1,67,5,2
0,180,1,4,1,68,8,3
1,84,0,2,1,85,7,2
1,31,2,3,1,63,5,2
1,133,0,4,1,50,7,3
0,180,0,2,1,70,3,3
0,180,1,1,1,66,5,3
1,88,1,4,1,80,4,2
1,99,2,2,1,31,4,2
1,50,2,2,1,81,8,2
1,55,1,2,1,96,4,2
1,37,0,4,1,75,7,1
1,94,1,3,1,58,3,2
1,121,0,2,1,79,9,3
0,180,1,1,1,74,7,3
0,180,0,2,1,74,3,3
1,45,2,4,1,69,6,2
0,180,3,1,0,63,7,3
1,110,1,1,1,66,5,2
1,67,0,2,1,73,7,2
0,180,0,2,1,74,6,3
0,180,3,2,1,62,4,3
1,17,1,4,1,100,7,1
0,180,0,2,1,66,4,3
1,38,1,2,1,93,8,1
1,114,1,2,0,89,3,2
1,77,2,3,1,83,7,2
1,25,0,3,1,73,5,2
1,53,1,4,1,54,6,2
0,180,0,2,1,62,5,3
0,180,2,4,1,40,6,3
1,64,0,1,1,49,6,2
1,35,0,2,1,72,7,1
1,14,1,2,1,57,6,2
1,107,1,4,1,79,5,2
0,180,2,3,1,51,8,3
1,66,0,4,1,45,5,2
1,78,4,1,1,74,10,2
1,37,2,3,1,60,7,1
1,69,0,1,1,73,8,2
1,49,0,4,1,65,8,1
0,180,1,3,1,92,7,3
1,94,2,3,1,69,8,2
1,82,0,2,1,98,4,2
1,42,0,1,1,80,2,3
1,137,0,4,0,84,9,3
1,60,0,4,1,77,4,2
1,29,1,4,1,78,5,2
1,32,1,2,1,52,7,2
1,7,1,1,1,86,8,1
1,122,1,3,1,50,3,3
1,77,1,2,1,60,8,2
0,180,0,2,1,76,8,3
1,59,1,4,0,98,6,2
1,76,2,3,1,74,6,2
1,31,3,4,1,71,3,2
1,89,0,4,1,83,3,2
1,22,3,1,1,88,5,2
1,110,2,1,1,53,4,2
1,18,0,3,0,73,2,3
1,15,2,1,1,75,4,2
1,47,0,1,1,63,3,2
0,180,0,1,1,71,7,3
1,76,1,1,1,73,3,2
1,8,0,2,1,60,8,1
1,42,5,2,0,67,8,2
1,98,1,2,1,61,2,3
1,107,0,1,1,35,5,2
1,43,1,2,1,58,8,2
1,94,3,1,1,63,4,2
1,131,1,1,1,75,8,3
1,55,3,2,1,65,8,2
1,9,1,1,1,100,2,3
1,21,0,2,1,62,6,1
0,180,0,3,1,53,10,3
1,7,0,3,0,78,8,1
1,15,1,1,1,63,5,2
1,123,3,2,1,63,6,3
1,61,2,2,1,49,6,2
0,180,5,4,1,79,5,3
1,38,1,2,1,60,8,1
0,180,1,1,1,94,6,3
0,180,3,2,1,62,4,3
1,7,0,2,0,59,6,2
1,128,1,4,1,74,5,3
1,77,1,2,0,66,7,2
1,96,1,1,1,74,9,2
1,94,1,4,1,72,4,2
1,30,1,3,1,85,4,2
1,118,1,4,1,45,9,2
1,21,0,2,1,84,6,1
1,98,4,4,1,82,6,2
1,106,4,2,1,80,6,2
1,45,0,4,1,80,7,1
1,148,3,4,1,81,4,3
0,180,3,2,1,67,2,3
1,30,0,4,1,55,7,2
1,52,0,4,1,78,7,1
1,61,3,3,1,72,5,2
1,61,0,1,1,71,6,2
1,13,0,4,0,82,8,2
1,13,2,2,1,86,3,2
1,27,0,2,1,58,5,2
0,180,2,4,1,54,4,3
1,109,0,2,1,58,3,2
1,5,1,2,1,75,7,1
1,67,1,4,1,76,5,2
0,180,1,4,1,100,4,3
0,180,1,1,1,79,4,3
1,3,1,3,1,85,5,2
1,16,1,3,0,84,8,1
0,180,1,3,1,81,6,3
0,180,1,1,1,53,10,3
1,55,1,4,1,86,6,1
1,22,1,3,1,47,7,2
1,23,0,3,1,69,3,2
1,69,1,2,1,82,6,2
1,35,5,3,1,65,8,3
1,57,0,4,1,71,4,2
1,149,0,4,1,92,7,3
1,54,0,3,1,57,1,3
1,62,0,3,1,74,7,2
1,14,2,1,1,64,5,2
1,16,3,4,1,65,3,2
1,30,1,4,1,53,6,2
1,5,0,1,1,64,7,1
1,158,5,2,1,74,3,3
1,103,0,2,1,63,6,2
0,180,2,2,1,86,4,3
1,140,1,1,1,67,5,3
1,21,1,1,0,53,8,3
1,26,0,2,1,61,6,1
0,180,1,4,1,80,4,3
1,12,2,4,1,31,5,2
1,164,0,2,1,66,5,3
1,15,2,3,1,78,6,1
0,180,0,4,1,85,7,3
1,65,0,4,1,66,5,2
1,9,5,2,1,62,8,2
1,4,1,3,1,66,8,1
1,101,3,2,0,74,5,2
1,34,2,3,1,56,5,2
1,103,5,2,1,75,7,2
1,43,0,2,0,79,7,1
1,35,0,4,1,71,5,2
0,180,1,1,1,75,4,3
1,46,1,1,1,82,7,1
1,77,1,1,1,68,5,2
1,10,0,2,1,68,3,2
1,19,1,3,1,81,10,1
1,66,1,3,1,86,7,2
1,45,0,4,1,80,4,2
0,180,3,3,1,69,7,3
1,142,0,3,1,81,5,3
1,38,1,1,1,64,5,2
1,45,1,2,1,76,4,2
1,155,0,2,1,66,4,3
1,57,0,4,1,72,9,1
1,48,0,4,1,86,6,1
1,95,3,4,1,78,9,2
1,58,0,3,0,67,5,2
1,89,4,4,1,83,7,2
1,51,0,2,1,66,7,1
1,36,1,1,1,93,5,2
1,16,2,4,1,62,8,2
1,91,2,4,1,69,4,2
1,68,1,4,1,60,5,2
1,72,0,4,1,83,5,2
1,97,4,4,1,72,5,2
1,114,2,1,1,80,8,2
1,29,0,2,1,56,4,2
1,19,1,4,1,99,7,1
0,180,0,2,1,99,4,3
1,73,1,2,1,38,7,2
1,87,0,3,1,80,6,2
1,67,0,1,1,61,5,2
1,60,0,2,0,64,6,2
1,21,1,4,1,67,6,1
0,180,1,2,1,100,7,3
1,66,1,1,1,77,5,2
1,109,2,2,1,84,8,2
1,74,2,2,1,59,6,2
0,180,1,1,0,59,6,3
1,132,1,2,1,83,6,3
1,72,0,3,1,64,9,2
1,54,2,1,1,67,6,2
1,50,2,3,1,55,6,2
1,133,2,4,1,74,6,3
1,24,1,3,1,79,1,3
0,180,2,4,1,66,8,3
1,56,1,1,1,74,8,1
1,82,2,3,1,65,5,2
1,86,1,3,1,82,6,2
1,79,0,4,1,60,6,2
1,28,1,4,1,89,7,1
1,135,1,1,1,81,5,3
1,135,0,1,1,90,7,3
1,85,3,2,1,77,8,2
1,129,3,3,1,86,4,3
1,88,2,4,1,52,5,2
1,147,0,4,1,47,1,3
1,45,0,1,0,77,9,3
1,43,0,3,1,70,4,2
1,51,0,4,1,65,4,2
1,73,3,2,1,71,5,2
1,67,0,1,1,74,6,2
1,125,2,4,0,59,8,3
1,46,0,3,1,42,10,2
1,54,0,1,1,56,5,2
1,48,1,2,1,75,6,1
1,31,0,2,1,77,4,2
1,69,1,3,1,79,2,3
1,47,1,4,1,74,2,3
0,180,3,1,1,84,5,3
1,74,2,3,1,75,8,2
1,11,1,1,1,69,4,2
0,180,2,3,1,75,8,3
1,97,1,4,1,92,2,3
0,180,3,2,1,65,6,3
1,26,0,3,1,59,10,2
1,41,2,4,1,27,5,3
1,57,1,2,1,56,2,3
1,74,1,2,1,61,6,2
1,32,1,1,1,83,5,2
1,152,0,3,1,81,4,3
0,180,0,2,1,69,3,3
1,62,1,3,0,79,7,2
1,49,0,2,1,44,5,2
1,71,2,4,1,74,4,2
1,21,1,2,1,72,5,2
1,89,0,3,1,54,7,2
0,180,0,4,1,85,6,3
0,180,0,1,1,88,5,3
0,180,2,4,1,85,8,3
0,180,2,3,1,53,7,3
0,180,3,2,1,61,6,3
1,18,1,1,0,78,5,3
1,67,0,4,1,66,9,2
1,76,0,3,1,89,5,2
1,13,2,4,1,62,8,2
1,106,3,1,1,69,3,2
1,68,0,1,1,64,8,2
1,87,0,4,1,72,7,2
1,47,1,2,0,64,4,2
1,70,1,2,1,54,3,2
1,113,2,1,1,45,4,2
1,45,1,1,1,88,8,1
1,56,3,4,1,81,3,2
0,180,0,2,1,73,3,3
1,64,3,2,1,64,3,2
0,180,1,4,0,70,7,3
1,38,1,4,1,76,2,3
0,180,0,3,1,87,6,3
1,16,0,2,1,59,8,2
1,96,1,1,1,58,4,2
1,81,2,3,1,69,6,2
1,59,0,1,1,63,8,1
1,131,0,2,0,96,5,3
0,180,0,4,1,59,4,3
0,180,1,1,1,56,4,3
0,180,1,1,1,83,8,3
1,98,0,4,1,66,10,2
1,35,3,2,1,43,7,2
0,180,2,1,1,89,4,3
1,95,1,2,1,47,9,2
1,86,0,2,1,71,8,2
0,180,2,2,1,88,8,3
1,43,2,3,1,80,5,2
1,15,3,3,1,55,8,2
1,68,2,1,0,80,5,3
1,112,2,4,1,87,8,2
1,63,1,4,1,100,4,2
1,13,0,1,0,74,5,3
1,47,1,3,1,91,8,1
1,33,1,1,1,69,8,1
1,105,0,2,1,68,4,2
1,80,5,2,1,78,6,2
0,180,1,1,1,61,4,3
0,180,0,2,1,62,6,3
1,162,1,1,1,94,5,3
0,180,0,1,1,74,5,3
1,154,0,1,1,94,5,3
0,180,1,4,1,67,5,3
1,52,0,2,1,67,8,1
1,8,0,2,1,60,7,1
0,180,3,4,1,87,8,3
0,180,0,4,1,70,4,3
1,68,2,4,1,60,4,2
1,76,1,4,1,90,3,2
1,11,0,3,1,81,9,1
1,90,4,3,1,80,5,3
1,55,0,2,1,62,9,1
0,180,0,3,1,67,2,3
1,55,1,2,1,79,6,1
1,53,1,3,1,85,8,1
1,68,0,4,1,63,6,2
1,85,2,1,1,66,3,2
0,180,0,2,1,54,10,3
1,50,1,2,1,72,5,2
1,14,1,1,1,54,7,2
1,19,2,1,1,42,4,2
1,49,1,2,1,72,5,2
0,180,0,2,1,79,6,3
1,145,1,3,0,65,4,3
1,81,3,2,1,69,5,2
1,8,1,1,1,81,6,1
1,20,0,4,1,70,9,1
1,19,3,3,1,80,5,2
0,180,0,2,1,54,8,3
1,79,1,1,1,77,6,2
1,26,1,2,1,74,7,1
1,151,2,2,1,58,4,3
0,180,1,3,1,64,8,3
1,103,1,4,1,79,8,2
1,25,0,1,1,57,5,2
1,52,1,2,1,50,4,2
1,74,2,3,1,72,4,2
1,44,4,3,1,64,5,3
1,124,4,3,1,82,4,3
1,48,0,3,1,80,5,2
1,68,0,3,1,76,1,3
0,180,0,3,1,59,8,3
1,85,1,3,1,75,7,2
0,180,2,4,1,59,5,3
1,14,1,4,0,69,3,2
1,32,3,3,1,58,8,2
1,68,1,1,1,57,5,2
1,76,1,1,1,63,7,2
0,180,0,4,1,60,5,3
1,8,0,2,1,57,7,2
1,108,0,1,1,49,3,2
0,180,3,1,1,85,8,3
1,18,4,3,1,78,9,3
1,51,0,3,1,69,0,3
1,45,2,3,1,77,9,1
1,53,2,3,1,54,7,2
1,80,5,1,1,41,8,2
1,66,0,4,1,62,4,2
0,180,0,3,1,75,6,3
1,22,2,1,1,71,4,2
1,90,0,1,1,74,10,2
1,130,1,4,1,76,8,3
1,16,0,3,1,75,6,1
1,71,0,3,0,82,7,2
0,180,1,1,1,82,6,3
0,180,0,1,1,41,4,3
0,180,3,4,0,94,5,3
1,73,0,3,1,94,5,2
1,124,3,3,1,100,1,3
1,25,1,4,1,61,3,2
0,180,1,2,0,65,6,3
1,16,2,1,1,92,8,2
1,16,1,1,0,64,8,3
0,180,0,1,1,91,8,3
1,75,0,4,0,100,8,2
1,50,2,3,1,65,8,1
1,29,2,1,1,61,4,2
0,180,1,4,1,59,5,3
1,21,0,1,1,72,10,1
1,11,1,4,0,72,6,2
1,105,0,3,1,56,3,2
0,180,0,3,1,68,5,3
1,68,1,3,1,82,5,2
1,34,1,2,0,76,6,1
0,180,2,3,1,57,8,3
1,42,2,3,1,75,4,2
1,15,0,4,1,61,4,2
1,44,0,1,1,95,7,1
1,33,2,1,0,54,8,3
